UniProtID	asa	psipred	pfam	gnomad	polyphen	sift	provean	provean_sift
Q96ST3	0	0	1	1	1	0	0	0
O43586	0	1	1	1	1	1	1	0
P32297	1	0	1	1	1	0	0	0
Q96L96	0	0	1	1	1	1	1	0
Q2M1P5	1	1	1	1	1	1	1	0
O95180	0	1	1	1	1	1	1	0
P51798	0	1	1	1	1	1	1	0
O95453	1	1	1	1	1	0	0	0
Q9Y4R8	1	1	1	1	1	1	1	0
P35749	0	1	1	1	1	1	1	0
P07911	1	1	1	1	1	0	0	0
O14983	0	0	1	1	1	1	1	0
P15391	1	1	0	1	1	1	1	0
P04075	1	1	1	1	1	0	0	0
P31146	0	1	1	1	1	0	0	0
Q6ZRS2	0	0	1	1	1	1	1	0
P35637	1	1	1	1	1	1	1	0
Q12931	1	1	1	1	1	1	1	0
Q92793	1	1	1	1	1	1	1	0
Q2M1K9	0	1	1	1	1	0	0	0
Q9NSC2	0	1	1	1	1	1	1	0
Q14028	0	1	1	1	1	1	1	0
O00142	0	1	1	1	1	0	0	0
P22223	1	1	1	1	1	1	1	0
A2IDD5	0	1	1	1	1	1	1	0
P16885	1	1	1	1	1	0	0	0
O95822	1	1	1	1	1	1	1	0
Q02556	0	1	1	1	1	1	1	0
P80404	0	1	1	1	1	0	0	0
O15305	1	1	1	1	1	1	1	0
Q92508	0	1	1	1	1	1	1	0
Q4G176	0	1	1	1	1	0	0	0
P55291	0	1	1	1	1	1	1	0
Q6UB99	0	1	1	1	1	0	0	0
Q9HD42	1	0	1	1	1	1	1	0
Q13509	1	1	1	1	1	0	0	0
Q9UKX2	0	1	1	1	1	0	0	0
P11055	0	1	1	1	1	0	0	0
Q12887	0	1	1	1	1	1	1	0
Q9Y2B2	0	0	1	1	1	1	1	0
Q6P2Q9	1	1	1	1	1	1	1	0
O60931	0	1	1	1	1	1	1	0
P35680	1	1	1	1	1	0	0	0
P08779	0	1	1	1	1	1	1	0
Q96AY3	0	1	1	1	1	0	0	0
P40763	1	1	1	1	1	1	1	0
Q8N159	1	1	1	1	1	1	1	0
Q15029	1	1	1	1	1	0	0	0
Q04844	0	1	1	1	1	1	1	0
O43896	1	1	1	1	1	1	1	0
Q16586	0	1	1	1	1	1	1	0
O43497	0	1	1	1	1	0	0	0
Q13253	1	1	1	1	1	1	1	0
P12821	1	1	1	1	1	0	0	0
Q9BSH4	0	1	1	1	1	1	1	0
P35499	0	1	1	1	1	1	1	0
Q86YT5	0	1	1	1	1	1	1	0
P48436	1	1	1	1	1	1	1	0
P49748	1	1	1	1	1	0	0	0
P11230	0	1	1	1	1	1	1	0
P10253	1	1	1	1	1	0	0	0
Q02846	0	1	1	1	1	1	1	0
Q9BXL6	0	1	1	1	1	1	1	0
O75342	0	1	1	1	1	1	1	0
Q9BYJ1	0	1	1	1	1	0	0	0
Q9BTW9	0	1	1	1	1	1	1	0
Q9H5I5	0	1	1	1	1	1	1	0
P38405	0	1	1	1	1	0	0	0
Q9Y4W6	0	1	1	1	1	1	1	0
Q86YT6	1	1	1	1	1	1	1	0
O15118	1	1	1	1	1	1	1	0
Q92539	0	1	1	1	1	1	1	0
Q9Y4J8	0	1	1	0	1	0	0	0
Q6UXH8	0	1	1	1	1	1	1	0
O95427	0	1	1	1	1	0	0	0
Q86VV8	0	1	1	1	1	1	1	0
Q92947	1	1	1	1	1	1	1	0
O75251	1	1	1	1	1	1	1	0
Q9UM47	1	1	1	1	1	1	1	0
P52333	1	1	1	1	1	0	0	0
P49747	1	1	1	1	1	1	1	0
Q07699	0	1	1	1	1	1	1	0
P21817	0	1	1	1	1	0	0	0
Q9NP81	0	0	1	1	1	1	1	0
P39019	1	1	1	1	1	0	0	0
Q2WEN9	0	1	1	1	1	1	1	0
P53680	0	1	1	1	1	1	1	0
Q14003	0	1	1	1	1	1	1	0
P59046	1	1	1	1	1	1	1	0
P36776	1	1	1	1	1	1	1	0
Q9UL51	1	0	1	1	1	1	1	0
P04350	0	1	1	1	1	0	0	0
P06213	1	1	1	1	1	1	1	0
P08246	1	1	1	1	1	1	1	0
P78504	1	1	1	1	1	1	1	0
Q15437	0	1	1	1	1	0	0	0
Q8WYP3	0	1	1	1	1	1	1	0
P15863	0	0	1	1	1	1	1	0
P01185	0	1	1	1	1	1	1	0
Q9BY32	1	0	1	1	1	1	1	0
Q9UBC3	1	1	1	1	1	0	0	0
P48637	1	1	1	1	1	1	1	0
P68400	1	1	1	1	1	0	0	0
Q9Y6D5	1	0	1	1	1	1	1	0
Q9UJQ4	0	1	1	1	1	1	1	0
O14662	0	1	1	1	1	0	0	0
P63092	1	1	1	0	1	0	0	0
O15230	1	0	1	1	1	1	1	0
Q9BWX5	0	0	1	1	1	0	0	0
Q14050	1	1	1	1	1	1	1	0
Q05639	1	1	1	1	1	0	0	0
O95500	0	1	1	1	1	0	0	0
Q13627	1	0	1	1	1	0	0	0
P48051	0	1	1	0	1	0	0	0
P12109	0	1	1	1	1	1	1	0
P12110	0	1	1	1	1	1	1	0
Q9NZK5	1	1	1	1	1	0	0	0
P53675	0	0	1	1	1	0	0	0
Q8N653	0	1	1	1	1	1	1	0
Q9Y6X9	1	1	1	1	1	0	0	0
O95461	0	1	1	1	1	0	0	0
P35579	1	1	1	1	1	1	1	0
O60733	0	1	1	1	1	1	1	0
Q09472	1	1	1	1	1	1	1	0
Q99798	0	1	1	1	1	1	1	0
O75648	0	1	1	1	1	1	1	0
Q9NYQ6	0	1	1	1	1	1	1	0
Q9Y259	1	0	1	1	1	1	1	0
Q9BYB0	0	1	1	0	1	0	0	0
Q06187	1	1	1	1	1	1	1	0
O15344	0	1	1	1	1	0	0	0
Q9UJ90	0	1	1	1	1	1	1	0
P50052	1	1	1	1	1	1	1	0
Q9BZI7	1	1	1	1	1	1	1	0
O15541	0	0	1	1	1	1	1	0
Q13620	1	1	1	1	1	0	0	0
Q01968	1	1	1	1	1	0	0	0
Q9Y397	0	1	1	1	1	0	0	0
Q8IWS0	1	1	1	1	1	0	0	0
P29965	1	1	1	1	1	1	1	0
Q15052	0	0	1	1	1	1	1	0
O60481	0	1	1	1	1	1	1	0
P51816	0	1	1	1	1	0	0	0
P22304	1	1	1	1	1	1	1	0
Q13496	0	1	1	1	1	1	1	0
P37287	0	1	1	1	1	1	1	0
P33897	0	1	1	1	1	1	1	0
P32004	0	1	1	1	1	0	0	0
P41227	1	1	1	1	1	0	0	0
P51610	1	1	1	1	1	1	1	0
P50402	1	1	1	1	1	1	1	0
P31150	0	1	1	1	1	1	1	1
Q9Y6K9	1	1	1	1	1	0	0	0
O60832	0	1	1	1	1	1	1	0
O15537	1	1	1	1	1	1	1	0
P46019	0	1	1	1	1	1	1	0
P08559	1	1	1	1	1	0	0	0
P51812	1	1	1	1	1	1	1	0
Q8WXI2	1	0	1	1	1	0	0	0
P52788	1	1	1	1	1	0	0	0
P78562	0	1	1	1	1	1	1	0
Q86TM3	1	0	1	1	1	1	1	0
Q93008	1	1	1	1	1	1	1	0
O15550	1	1	1	1	1	1	1	0
O75695	1	1	1	1	1	1	1	0
Q00536	1	0	1	1	1	0	0	0
Q9H237	0	1	1	1	1	0	0	0
P42768	1	1	1	1	1	1	1	0
O60840	0	1	1	1	1	0	0	0
O60826	0	1	1	1	1	1	1	0
Q9BZS1	1	1	1	1	1	0	0	0
P41229	1	1	1	1	1	0	0	0
Q99714	1	1	1	1	1	1	1	0
Q7Z6Z7	1	1	1	1	1	0	0	0
Q8N0W4	1	0	1	1	1	0	0	0
Q9NQZ6	0	1	1	1	1	0	0	0
P10275	1	1	1	0	1	1	1	0
O60890	0	1	1	1	1	1	1	0
Q92838	1	1	1	1	1	0	0	0
Q92796	1	0	1	1	1	0	0	0
P31785	1	1	1	1	1	1	1	0
P46020	0	1	1	1	1	0	0	0
P08842	1	1	1	1	1	1	1	0
Q5QGS0	0	0	1	1	1	0	0	0
P24311	0	1	1	1	1	1	1	0
P23352	0	1	1	1	1	1	1	0
O75127	0	0	1	0	1	1	1	0
P00450	1	1	1	1	1	1	1	0
P06858	0	1	1	1	1	1	1	0
Q9Y223	1	1	1	1	1	0	0	0
Q01543	1	1	1	0	1	0	0	0
Q9HAN9	1	1	1	1	1	0	0	0
Q9NQ11	0	1	1	1	1	1	1	0
Q9HCU4	0	0	1	1	1	1	1	0
P54868	1	0	1	1	1	1	1	0
Q9BW92	0	1	1	1	1	0	0	0
Q9H3S1	0	1	1	1	1	0	0	0
Q5T7V8	0	1	1	1	1	0	0	0
O15151	1	0	1	1	1	1	1	0
P51160	1	1	1	1	1	1	1	0
Q7Z418	0	0	1	1	1	1	1	0
O00330	1	1	1	1	1	1	1	0
Q9UBX1	1	1	1	1	1	1	1	0
O15484	0	1	1	1	1	0	0	0
Q8IZU9	0	1	1	1	1	1	1	0
Q92781	0	1	1	1	1	0	0	0
Q9UHD2	1	1	1	1	1	1	1	0
Q7RTP0	0	1	1	1	1	1	1	0
P48735	1	1	1	1	1	1	1	0
Q96RY7	0	1	0	1	1	0	0	0
Q5JPH6	0	1	1	1	1	0	0	0
Q15911	0	0	1	1	1	1	1	0
Q9NZN9	1	1	1	1	1	0	0	0
Q7Z5J4	0	1	1	1	1	1	1	0
Q6ZMT1	1	0	1	1	1	1	1	0
P14136	0	1	1	1	1	0	0	0
P10636	1	1	1	1	1	1	1	0
Q9UHN1	1	1	1	1	1	1	1	0
Q86XA0	0	0	1	1	1	1	1	0
Q9UHD8	1	0	1	1	1	0	0	0
P07237	1	1	1	1	1	1	1	0
Q9Y6X0	0	1	0	1	1	1	1	0
Q6NT55	0	1	1	1	1	1	1	0
P42701	0	1	1	1	1	0	0	0
P05129	1	1	1	1	1	1	1	0
O75923	1	1	1	1	1	1	1	0
Q16281	1	1	1	1	1	0	0	0
Q9BYX4	1	1	1	1	1	0	0	0
O95342	0	1	1	1	1	1	1	0
P98164	0	1	1	1	1	1	1	0
P02708	1	1	1	1	1	1	1	0
P28358	0	1	1	1	1	1	1	0
Q9BZ23	1	1	1	1	1	1	1	0
Q9Y3Z3	1	1	1	1	1	1	1	0
O43822	0	1	0	1	1	0	0	0
Q9NY65	0	1	1	1	1	0	0	0
P16278	1	1	1	1	1	0	0	0
Q9BQS8	1	1	1	1	1	1	1	0
Q8NFM7	0	1	1	1	1	1	1	0
O95622	0	1	1	1	1	0	0	0
A6NMZ7	0	0	1	1	1	1	1	0
Q13535	1	1	1	1	1	1	1	0
Q07912	1	1	1	1	1	0	0	0
O43490	0	1	1	1	1	0	0	0
Q3MUY2	0	1	1	1	1	1	1	0
P55157	0	1	1	1	1	0	0	0
Q6ZW61	0	1	1	1	1	0	0	0
O95237	0	1	1	1	1	0	0	0
Q14517	0	0	1	1	1	1	1	0
Q9UI17	1	1	1	1	1	1	1	0
P49773	1	1	1	1	1	1	1	0
P12081	1	1	1	1	1	0	0	0
P05549	0	0	1	1	1	0	0	0
Q5ST30	0	0	1	1	1	0	0	0
O15160	0	1	1	1	1	0	0	0
Q86UR5	0	1	1	1	1	0	0	0
P56589	1	1	1	1	1	1	1	0
O95278	1	1	1	1	1	1	1	0
O60260	1	1	1	1	1	0	0	0
P31321	1	0	1	1	1	0	0	0
O60443	0	1	1	1	1	0	0	0
P31269	0	0	1	1	1	1	1	0
P07942	1	1	1	1	1	1	1	0
Q9NVV9	1	1	1	1	1	1	1	0
Q7Z7G8	0	1	1	1	1	0	0	0
Q9Y6M9	1	1	1	1	1	1	1	0
Q5H8C1	0	1	1	1	1	0	0	0
P24821	1	1	1	1	1	1	1	0
Q13049	1	1	1	1	1	0	0	0
Q5IJ48	1	1	1	1	1	0	0	0
P17813	1	0	1	1	1	0	0	0
Q96EX3	0	1	1	1	1	1	1	0
Q9UKM7	1	1	1	1	1	1	1	0
Q00975	0	1	1	1	1	0	0	0
Q14CM0	1	1	1	1	1	1	1	0
P04839	1	1	1	1	1	1	1	0
Q9UHD9	1	1	1	1	1	1	1	0
Q9Y4W2	0	0	1	1	1	0	0	0
Q9UJV3	0	1	1	1	1	1	1	0
Q96QT4	0	0	1	1	1	1	1	0
Q12934	0	1	1	1	1	0	0	0
Q9H082	0	1	1	1	1	1	1	0
Q9UHX1	1	1	1	1	1	0	0	0
Q13393	0	0	1	1	1	1	1	0
Q9Y2Z4	1	1	1	1	1	1	1	0
P55789	1	1	1	1	1	1	1	0
O00204	1	0	1	1	1	1	1	0
Q01433	1	1	1	1	1	0	0	0
P02545	1	1	1	1	1	0	0	0
Q9H3S5	0	0	1	1	1	1	1	0
P78508	0	1	1	1	1	1	1	0
P31415	1	1	1	1	1	1	1	0
P31513	0	1	1	1	1	0	0	0
Q8IZT6	0	1	1	1	1	0	0	0
Q8N9I0	0	1	1	1	1	0	0	0
Q13751	0	1	1	1	1	0	0	0
Q9Y5Y0	0	1	1	1	1	1	1	0
Q9H2M9	0	1	1	1	1	1	1	0
Q5T440	0	1	1	1	1	1	1	0
O14497	0	1	1	1	1	1	1	0
Q5TGY3	0	1	1	1	1	0	0	0
Q32P28	0	1	1	1	1	0	0	0
Q9NR50	1	1	1	1	1	1	1	0
Q13461	0	1	1	1	1	1	1	0
O75161	0	1	0	1	1	1	1	0
Q14192	0	1	1	1	1	0	0	0
Q06710	0	1	1	1	1	0	0	0
A2RRP1	0	1	1	1	1	1	1	0
Q96Q42	0	1	1	1	1	1	1	0
Q9NZC9	1	1	1	1	1	0	0	0
O95343	0	1	1	1	1	1	1	0
Q8TCS8	1	1	1	1	1	0	0	0
P63267	0	1	1	1	1	0	0	0
P31153	1	0	1	1	1	1	1	0
P04049	1	1	1	1	1	1	1	0
Q8IVB4	0	0	1	1	1	1	1	0
Q96RP9	0	1	1	1	1	0	0	0
P11168	0	1	1	1	1	1	1	0
Q92685	0	1	1	1	1	1	1	0
P51788	0	1	1	1	1	1	1	0
O95936	0	1	1	1	1	1	1	0
P37173	1	1	1	1	1	1	1	0
P08590	1	1	0	1	1	0	0	0
P63316	1	1	1	1	1	1	1	0
P36551	1	1	1	1	1	1	1	0
P20933	1	1	1	1	1	1	1	0
A8MXD5	0	1	1	1	1	1	1	0
O43424	1	0	1	1	1	1	1	0
Q8TE73	0	1	1	1	1	1	1	0
P50443	0	1	1	1	1	1	1	0
P52848	1	1	1	1	1	1	1	0
A1X283	0	1	1	1	1	1	1	0
P52952	1	1	1	1	1	1	1	0
P43003	1	1	1	1	1	1	1	0
Q12948	0	1	1	1	1	1	1	0
Q6VVB1	0	1	1	1	1	1	1	0
P07437	1	1	1	1	1	0	0	0
O00294	1	1	1	1	1	1	1	0
Q9NUN5	0	1	1	1	1	0	0	0
P21953	1	1	1	1	1	0	0	0
O95935	0	1	1	1	1	1	1	0
P13569	1	1	1	1	1	1	1	0
Q15465	1	1	1	1	1	1	1	0
O75190	0	1	1	1	1	1	1	0
Q15672	1	1	1	1	1	1	1	0
Q6PJG6	1	1	1	1	1	1	1	0
P31270	0	0	1	1	1	1	1	0
Q9NWM8	1	0	1	1	1	1	1	0
Q02643	1	1	1	1	1	1	1	0
P04424	1	1	1	1	1	0	0	0
P78347	0	0	1	1	1	0	0	0
O75881	0	1	1	1	1	1	1	0
Q330K2	0	1	1	1	1	1	1	0
O95163	1	1	1	1	1	1	1	0
Q9UPQ8	0	1	0	1	1	1	1	0
P00966	1	1	1	1	1	0	0	0
Q7Z333	0	1	1	1	1	1	1	0
Q9NRR6	1	1	1	1	1	1	1	0
Q9P2J3	0	0	1	1	1	1	1	0
P42772	0	0	0	1	1	1	1	0
P07951	0	1	1	1	1	1	1	0
Q9UBQ7	1	1	1	1	1	1	1	0
Q9NQT5	1	1	1	1	1	1	1	0
O15269	0	1	1	1	1	1	1	0
Q69YN2	0	0	1	1	1	0	0	0
P10745	0	1	1	1	1	0	0	0
O75112	1	1	1	1	1	0	0	0
Q9P212	1	1	1	1	1	0	0	0
P07766	1	0	1	1	1	1	1	0
Q9NY72	1	1	1	1	1	0	0	0
P00338	1	1	1	1	1	0	0	0
O94766	1	1	1	1	1	1	1	0
Q96JQ0	0	1	1	1	1	1	1	0
P11498	1	1	1	1	1	0	0	0
P11487	0	1	1	1	1	0	0	0
P55916	0	1	1	1	1	1	1	0
Q53FT3	1	0	1	1	1	1	1	0
Q99593	1	1	1	1	1	0	0	0
Q9GZV9	1	1	1	1	1	1	1	0
P78385	0	1	1	1	1	1	1	0
Q00973	0	1	1	1	1	1	1	0
Q9UHW9	0	0	1	1	1	0	0	0
Q8NCH0	0	1	1	1	1	1	1	0
P23284	1	1	1	1	1	1	1	0
P23975	0	0	1	1	1	0	0	0
Q9H2C0	1	1	1	1	1	0	0	0
Q7Z7B1	0	1	1	1	1	0	0	0
Q96FM1	0	1	1	1	1	1	1	0
Q13057	0	1	1	1	1	0	0	0
P22748	1	1	1	1	1	1	1	0
Q96MK3	1	1	1	1	1	0	0	0
P32322	1	1	1	1	1	1	1	0
P29597	1	1	1	1	1	0	0	0
Q14353	1	1	0	1	1	1	1	0
Q9UMN6	1	1	1	1	1	1	1	0
Q96IS3	0	1	1	1	1	0	0	0
Q9NYJ7	0	1	1	1	1	1	1	0
Q7Z406	1	0	1	1	1	0	0	0
Q9BSV6	0	1	1	1	1	0	0	0
Q9GZU1	1	1	1	1	1	1	1	0
Q9NPF0	1	1	1	1	1	1	1	0
Q9H2P0	0	1	1	1	1	0	0	0
P19971	1	1	1	1	1	0	0	0
O43462	0	1	1	1	1	1	1	0
O15488	1	1	1	1	1	0	0	0
P51690	0	1	1	1	1	1	1	0
P00480	1	1	1	1	1	1	1	0
P98175	0	0	1	1	1	0	0	0
P22314	1	1	1	1	1	0	0	0
O43307	0	1	1	1	1	1	1	0
Q86TP1	0	0	1	1	1	1	1	0
P16233	1	0	1	1	1	1	1	0
P53673	1	1	1	1	1	1	1	0
P62140	0	1	1	1	1	0	0	0
Q9HCE0	0	0	0	1	1	1	1	0
Q9NRG9	0	1	1	1	1	1	1	0
P53674	1	0	1	1	1	1	1	0
P48165	0	1	1	1	1	1	1	0
Q15233	1	0	1	1	1	0	0	0
Q9Y586	0	0	1	1	1	1	1	0
Q06136	0	0	1	1	1	0	0	0
Q9UPZ3	0	1	0	1	1	1	1	0
P36382	0	1	1	1	1	0	0	0
O60939	1	1	1	1	1	1	1	0
Q9Y6J6	0	1	1	1	1	1	1	0
Q13422	0	1	1	1	1	1	1	0
P61457	0	1	1	1	1	1	1	0
Q13635	0	1	1	1	1	1	1	0
Q99643	0	1	1	1	1	0	0	0
P21359	1	1	1	1	1	0	0	0
Q99808	0	0	1	1	1	0	0	0
P11182	1	1	1	1	1	1	1	0
Q9NRW7	0	1	1	1	1	0	0	0
P01008	1	1	1	1	1	1	1	0
P15104	1	1	1	1	1	0	0	0
Q6P1J9	1	1	1	1	1	1	1	0
P05186	0	1	1	1	1	0	0	0
Q96C36	0	1	1	1	1	1	1	0
Q9H2C2	0	0	1	1	1	1	1	0
Q9NZ56	1	1	1	1	1	1	1	0
Q86SQ7	0	1	1	1	1	1	1	0
Q15468	1	1	1	1	1	1	1	0
P23786	0	1	1	1	1	1	1	0
P07202	0	1	1	1	1	1	1	0
P04198	1	1	1	1	1	1	1	0
Q92626	0	1	1	1	1	1	1	0
Q6NVY1	1	1	1	1	1	1	1	0
O43676	1	0	1	1	1	0	0	0
P40939	1	1	1	1	1	1	1	0
Q9ULT0	0	0	1	1	1	1	1	0
O75718	0	1	0	1	1	1	1	0
Q02224	1	1	1	1	1	1	1	0
Q8IWZ6	0	1	0	1	1	1	1	0
P03951	1	1	1	1	1	0	0	0
Q13316	0	1	1	1	1	0	0	0
Q9UQB3	0	0	1	1	1	1	1	0
P51659	1	1	1	1	1	1	1	0
P49590	0	0	1	1	1	1	1	0
Q0D2K0	0	1	1	1	1	1	1	0
P27986	1	1	1	1	1	0	0	0
Q16625	1	1	1	1	1	0	0	0
Q13591	0	0	1	1	1	1	1	0
Q6PGP7	0	1	1	1	1	1	1	0
O00628	0	1	1	1	1	1	1	0
Q5T6L9	0	1	1	1	1	0	0	0
P28062	1	0	1	1	1	0	0	0
P38936	1	1	1	1	1	0	0	0
P08F94	0	1	1	1	1	0	0	0
O95363	1	1	1	1	1	0	0	0
Q9UKA2	0	1	1	1	1	0	0	0
Q9UP52	0	1	1	1	1	0	0	0
Q9NUX5	1	0	1	1	1	1	1	0
Q9BYI3	1	1	1	1	1	0	0	0
O00522	1	1	1	1	1	0	0	0
Q7LG56	1	1	1	1	1	1	1	0
O60216	1	1	1	1	1	1	1	0
P21281	0	1	1	1	1	1	1	0
O94830	0	1	1	1	1	0	0	0
P48651	0	1	1	1	1	1	1	0
Q5BKX8	0	1	1	1	1	1	1	0
Q9H4Q4	1	0	1	1	1	1	1	0
Q4KMQ1	0	1	1	1	1	1	1	0
P07902	1	1	1	1	1	1	1	0
P43005	0	1	1	1	1	1	1	0
P23025	1	1	1	1	1	1	1	0
O14832	1	1	1	1	1	1	1	0
P11161	0	1	1	1	1	0	0	0
P24752	1	1	1	1	1	1	1	0
Q9H3H5	1	1	1	1	1	0	0	0
P48788	1	1	1	1	1	0	0	0
P01112	1	1	1	1	1	0	0	0
Q9NPI0	0	1	1	1	1	1	1	0
O00217	1	1	1	1	1	1	1	0
Q7Z3V4	0	1	1	1	1	0	0	0
Q96D31	1	1	1	1	1	0	0	0
P04259	0	1	1	1	1	1	1	0
P47895	1	1	1	1	1	1	1	0
Q8IWV7	1	1	1	1	1	1	1	0
O43548	0	1	1	1	1	1	1	0
Q1HG44	0	1	1	1	1	1	1	0
P34949	0	1	1	1	1	0	0	0
P16930	0	1	1	1	1	0	0	0
P12271	1	1	1	1	1	1	1	0
P08069	1	1	1	1	1	1	1	0
P22695	1	1	1	1	1	1	1	0
Q96QK1	1	1	1	1	1	1	1	0
P49711	1	0	1	1	1	1	1	0
Q4G0P3	0	1	1	1	1	0	0	0
Q8N5M1	0	1	1	1	1	1	1	0
P43034	0	1	1	1	1	1	1	0
P45381	1	1	1	1	1	0	0	0
P0C7P3	0	1	1	1	1	1	1	0
Q7Z6J9	0	1	1	1	1	1	1	0
Q70J99	0	1	1	1	1	1	1	0
P51688	1	1	1	1	1	1	1	0
Q9Y6Q6	1	1	1	1	1	1	1	0
P21731	0	0	1	1	1	1	1	0
P18074	1	1	1	1	1	1	1	0
Q9H6K4	0	1	1	1	1	1	1	0
P02792	1	1	1	1	1	1	1	0
P13807	0	0	1	1	1	0	0	0
P01024	1	1	1	1	1	1	1	0
O60762	0	1	1	1	1	1	1	0
Q9H3Z4	0	1	1	1	1	1	1	0
Q9NQ40	0	1	1	1	1	1	1	0
O43918	1	1	1	1	1	1	1	0
O95613	0	1	1	1	1	1	1	0
Q9UBR1	0	1	1	1	1	1	1	0
P43320	1	1	1	1	1	1	1	0
Q9H2D6	0	1	1	1	1	0	0	0
P17050	1	1	1	1	1	0	0	0
P00387	1	1	1	1	1	1	1	0
P60891	1	1	1	1	1	0	0	0
P49459	0	1	1	1	1	1	1	0
P00492	1	1	1	1	1	1	1	0
Q16720	0	1	1	1	1	0	0	0
P30518	0	1	1	1	1	0	0	0
O75787	1	0	1	1	1	0	0	0
P21397	1	1	1	1	1	1	1	0
P51795	1	1	1	1	1	0	0	0
Q9BY41	1	1	1	1	1	0	0	0
Q9NVW2	0	0	1	1	1	1	1	0
Q9GZR5	0	1	1	1	1	1	1	0
P38571	0	1	1	1	1	0	0	0
O75530	1	0	1	1	1	1	1	0
Q15022	1	0	1	1	1	1	1	0
P38646	1	1	1	1	1	1	1	0
P03372	1	1	1	1	1	0	0	0
O15553	1	1	1	1	1	1	1	0
Q13233	0	1	1	1	1	1	1	0
P48728	1	1	1	1	1	1	1	0
O60500	1	1	1	1	1	0	0	0
Q8NDM7	0	0	0	1	1	1	1	0
Q8IZQ1	1	0	1	1	1	1	1	0
P04626	1	1	1	1	1	1	1	0
Q9NRA2	0	1	1	1	1	1	1	0
P01116	1	1	1	1	1	1	1	0
Q15031	0	1	1	1	1	0	0	0
P61764	0	0	1	1	1	1	1	0
Q15326	1	1	1	1	1	0	0	0
P35711	0	0	1	1	1	0	0	0
Q15842	0	1	1	1	1	0	0	0
Q9UET6	0	1	1	1	1	0	0	0
Q9NR82	1	0	1	0	1	0	0	0
Q53GD3	0	0	1	1	1	0	0	0
Q8TDJ6	0	0	1	1	1	1	1	0
Q8NBP7	1	1	1	1	1	1	1	0
O75376	1	0	1	1	1	1	1	0
P08174	1	0	1	1	1	0	0	0
Q9NVI7	0	0	1	1	1	1	1	0
P29317	1	1	1	1	1	1	1	0
P11047	1	0	1	1	1	1	1	0
Q9BXM7	0	1	1	1	1	1	1	0
Q99707	1	1	1	1	1	1	1	0
Q99062	1	1	1	1	1	0	0	0
Q9Y6C5	0	1	1	1	1	1	1	0
Q7L3T8	0	1	1	1	1	1	1	0
Q8WZ55	0	1	1	1	1	1	1	0
Q9H582	0	1	1	1	1	0	0	0
O43683	1	1	1	1	1	1	1	0
Q12866	1	1	1	1	1	0	0	0
Q7Z4L5	0	1	1	1	1	1	1	0
P35498	0	1	1	1	1	0	0	0
P16410	1	1	1	1	1	0	0	0
Q8N2C7	0	0	1	1	1	0	0	0
Q8N490	0	1	1	1	1	0	0	0
Q8N465	0	1	1	1	1	1	1	0
Q9NR63	0	1	1	1	1	1	1	0
Q92734	0	1	1	1	1	0	0	0
Q8NCE0	0	0	1	1	1	0	0	0
Q8NBT0	0	0	1	1	1	1	1	0
Q0VAK6	0	0	1	1	1	0	0	0
P50851	1	1	1	1	1	1	1	0
P09417	1	1	1	1	1	1	1	0
P22607	1	1	1	1	1	0	0	0
P43243	0	1	1	1	1	0	0	0
Q13428	0	0	1	1	1	0	0	0
P29120	0	1	1	1	1	1	1	0
Q9NYJ8	1	1	1	1	1	0	0	0
Q9H944	0	0	1	1	1	1	1	0
Q9UMX6	0	0	1	1	1	1	1	0
Q5JVL4	0	1	1	1	1	1	1	0
Q9P032	0	1	1	1	1	1	1	0
Q9BYV8	0	1	1	1	1	1	1	0
Q96DT5	0	1	1	1	1	0	0	0
Q9UMR3	0	1	1	1	1	1	1	0
P15259	0	1	1	1	1	1	1	0
Q8IVG5	0	0	0	1	1	0	0	0
Q9H5K3	0	1	1	1	1	1	1	0
O15146	0	1	1	1	1	0	0	0
P06396	1	0	1	1	1	0	0	0
Q9NS56	0	0	1	1	1	1	1	0
Q9HCG7	0	1	1	1	1	0	0	0
P01589	1	1	1	1	1	1	1	0
Q15327	0	1	1	1	1	1	1	0
Q03393	1	1	1	1	1	1	1	0
O43826	0	1	1	0	1	0	0	0
P26367	1	1	1	1	1	0	0	0
Q96BA8	0	0	1	1	1	0	0	0
Q96AD5	0	1	1	1	1	1	1	0
P25092	0	1	1	1	1	1	1	0
P08493	0	0	0	1	1	0	0	0
P04264	1	1	1	1	1	1	1	0
P09651	1	1	1	1	1	1	1	0
P30301	0	1	1	1	1	1	1	0
O15528	0	1	1	1	1	1	1	0
P19438	1	1	1	1	1	1	1	0
Q8IXL7	0	1	1	1	1	0	0	0
Q13361	0	1	1	1	1	1	1	0
Q00325	0	1	1	1	1	0	0	0
Q8IWY9	0	1	1	1	1	1	1	0
Q13367	0	0	1	1	1	1	1	0
Q9UJJ9	0	1	1	1	1	1	1	0
Q93100	0	1	1	1	1	0	0	0
Q96AP0	1	1	1	1	1	0	0	0
P17735	1	1	1	1	1	1	1	0
Q562E7	0	1	1	1	1	0	0	0
Q9H1B5	0	0	1	1	1	1	1	0
Q9C000	1	0	1	1	1	0	0	0
P57082	0	1	1	1	1	1	1	0
P63261	1	1	1	1	1	0	1	0
P25705	0	1	1	1	1	0	0	0
Q9ULV0	1	1	1	1	1	1	1	0
O00754	0	1	1	1	1	0	0	0
Q8TF64	0	1	1	1	1	1	1	0
O95571	1	1	1	1	1	1	1	0
O00160	0	0	1	1	1	1	1	0
